聚类种类,第一学年-次消费均价,第一学年-全年消费次数,第一学年-早餐消费次数,第一学年-中餐消费次数,第一学年-晚餐消费次数,第一学年-早餐消费均价,第一学年-中餐消费均价,第一学年-晚餐消费均价,第一学年-全年消费波动性,第一学年-日消费波动性,第一学年-最高值,第一学年-消费极差,第一学年-上四分位点,第一学年-下四分位点
1,938.6934460887949,473.0,154.0,147.0,172.0,512.012987012987,1192.8707482993198,1103.4883720930231,670.6430666445606,452.035254446059,5020.0,4920.0,1150.0,500.0
3,2150.21875,320.0,57.0,128.0,135.0,1085.7894736842106,2333.75,2425.6296296296296,1394.949149589345,939.287881060338,8180.0,8110.0,2800.0,1000.0
1,1051.9142857142858,350.0,73.0,155.0,122.0,584.2465753424658,1203.8709677419354,1138.688524590164,613.8564379128859,468.945834122434,4400.0,4300.0,1300.0,700.0
2,665.358024691358,405.0,132.0,156.0,117.0,303.8636363636364,975.5128205128206,659.6581196581196,435.43529424038644,323.973463465863,2900.0,2800.0,920.0,350.0
2,966.5625,352.0,121.0,118.0,113.0,463.1404958677686,1295.677966101695,1161.9469026548672,612.0864811559126,442.334694435092,3600.0,3550.0,1200.0,450.0
1,1094.9856733524355,349.0,91.0,156.0,102.0,578.3516483516484,1430.576923076923,1042.6470588235295,743.5097428210931,509.381197176986,5600.0,5500.0,1405.0,495.0
2,1028.0662020905922,574.0,64.0,265.0,245.0,472.65625,1015.8490566037735,1186.3673469387754,615.9595453147715,626.069314515372,3240.0,3190.0,1300.0,650.0
1,1051.341463414634,410.0,103.0,123.0,184.0,801.2621359223301,1044.7154471544716,1195.7608695652175,654.6866730863372,499.311280321331,5600.0,5400.0,1320.0,650.0
1,736.2919896640827,387.0,50.0,190.0,147.0,230.3,748.8947368421053,892.1088435374149,565.3540412621396,396.878581558722,4750.0,4600.0,700.0,500.0
1,959.8755186721992,482.0,164.0,172.0,146.0,552.1341463414634,1213.4883720930231,1119.109589041096,664.5060929178286,474.370305956976,4450.0,4300.0,1200.0,500.0
1,1002.7095808383234,334.0,122.0,105.0,107.0,692.2131147540983,1165.7142857142858,1196.7757009345794,613.6868329723601,383.729055863846,4500.0,4350.0,1200.0,500.0
3,1270.1980198019803,202.0,56.0,91.0,55.0,750.7142857142857,1548.4615384615386,1338.7272727272727,680.487116558451,288.132322423232,7000.0,6900.0,1600.0,690.0
3,1152.5555555555557,270.0,60.0,111.0,99.0,647.1666666666666,1602.0720720720722,954.8484848484849,725.8828866455058,431.872886906438,6800.0,6700.0,1500.0,500.0
1,1447.0186335403728,483.0,83.0,212.0,188.0,658.6746987951807,1762.1698113207547,1439.6808510638298,932.2608593965756,821.172720110635,5000.0,4900.0,2000.0,875.0
1,1165.967302452316,367.0,84.0,138.0,145.0,917.3809523809524,1281.159420289855,1200.344827586207,702.6320423953706,470.634550886154,5600.0,5500.0,1500.0,850.0
1,765.9058823529411,425.0,163.0,165.0,97.0,439.32515337423314,1058.5454545454545,816.9072164948453,588.5091466650791,419.267101587842,5100.0,5000.0,902.5,350.0
3,1015.6164383561644,511.0,155.0,181.0,175.0,694.6451612903226,1226.353591160221,1081.942857142857,700.3000691600486,523.655455854195,8850.0,8700.0,1100.0,700.0
1,771.3013698630137,292.0,161.0,49.0,82.0,600.7453416149068,930.4081632653061,1011.0975609756098,469.0253980327311,298.832519325147,4700.0,4600.0,900.0,500.0
2,882.8313253012049,166.0,38.0,75.0,53.0,492.10526315789474,950.2666666666667,1067.5471698113208,416.5694500774142,214.603745419269,3200.0,3100.0,1120.0,500.0
2,1185.25,120.0,38.0,51.0,31.0,1190.5263157894738,1288.0392156862745,1009.6774193548387,485.0957517701231,190.260959505215,3900.0,3840.0,1625.0,600.0
1,944.7107438016529,605.0,239.0,202.0,164.0,677.9497907949791,1157.2772277227723,1071.6463414634147,593.0689493800079,500.369187519048,4600.0,4450.0,1200.0,600.0
2,869.2015968063872,501.0,153.0,176.0,172.0,532.6797385620915,1001.7613636363636,1032.906976744186,569.1958115978421,395.678288522054,4000.0,3900.0,1000.0,550.0
1,985.4789719626168,428.0,96.0,180.0,152.0,610.1041666666666,1142.361111111111,1036.7763157894738,632.0688571040598,510.837582734817,5000.0,4850.0,1200.0,650.0
1,1039.5290581162324,499.0,147.0,180.0,172.0,673.5714285714286,1245.2777777777778,1136.9767441860465,680.57963146168,541.041294478669,6400.0,6250.0,1250.0,652.5
1,851.2050147492625,678.0,213.0,236.0,229.0,628.2159624413146,1003.207627118644,901.9650655021834,578.9700090021413,473.205048671358,5600.0,5550.0,1000.0,550.0
2,658.1410256410256,468.0,163.0,154.0,151.0,438.22085889570553,858.7662337662338,690.9271523178808,452.01036534034927,353.954796090285,2820.0,2670.0,800.0,400.0
2,902.8238993710692,318.0,132.0,95.0,91.0,593.030303030303,1163.6842105263158,1079.868131868132,534.368962501345,353.204924389897,3350.0,3200.0,1100.0,500.0
2,1187.0935960591132,406.0,73.0,181.0,152.0,534.7945205479452,1379.171270718232,1271.6447368421052,756.5254795701647,621.455496722452,4240.0,4140.0,1470.0,800.0
2,825.5438596491229,285.0,138.0,88.0,59.0,456.5217391304348,1143.0681818181818,1215.084745762712,494.24505926793535,324.128098816488,3400.0,3300.0,1100.0,400.0
2,966.7380281690141,355.0,134.0,117.0,104.0,689.0597014925373,1187.162393162393,1076.5384615384614,570.7380747156918,384.709430486121,3880.0,3780.0,1200.0,600.0
3,859.1139240506329,158.0,57.0,51.0,50.0,581.2280701754386,935.0980392156863,1098.4,530.4902372087531,176.589258601583,10050.0,9950.0,1000.0,400.0
2,1041.3960612691467,457.0,104.0,178.0,175.0,595.4807692307693,1175.8426966292134,1169.6457142857143,635.6565528854965,522.125968008779,3700.0,3550.0,1280.0,672.5
1,1217.8772378516624,391.0,77.0,184.0,130.0,709.6103896103896,1299.2934782608695,1403.6923076923076,766.0768643358266,574.490643715858,4960.0,4810.0,1500.0,750.0
1,1074.771573604061,197.0,66.0,55.0,76.0,751.2121212121212,1164.0,1291.1842105263158,552.740844178444,339.63174190318,5850.0,5750.0,1362.5,600.0
1,1148.8108108108108,370.0,157.0,117.0,96.0,703.1847133757962,1506.2393162393162,1441.9791666666667,760.6721050358154,516.805632568482,6350.0,6200.0,1300.0,600.0
2,839.8382749326146,742.0,235.0,259.0,248.0,450.93617021276594,994.2084942084942,1047.1370967741937,470.19670809293046,423.077870467673,2400.0,2300.0,900.0,500.0
2,839.8622047244095,508.0,224.0,149.0,135.0,620.9375,1076.6442953020135,941.7777777777778,565.275459472062,440.284142474149,4000.0,3900.0,1100.0,500.0
1,1198.404958677686,484.0,158.0,190.0,136.0,698.4177215189874,1421.4105263157894,1467.7205882352941,812.9247535793629,647.586885489867,4650.0,4570.0,1535.0,650.0
2,833.4563758389262,298.0,170.0,73.0,55.0,667.8235294117648,1055.6164383561643,1050.5454545454545,515.1466215113256,329.75472807326,3440.0,3290.0,1000.0,500.0
2,741.4814814814815,378.0,95.0,181.0,102.0,444.63157894736844,939.171270718232,667.156862745098,462.13022895471147,365.859666771926,3300.0,3200.0,1000.0,500.0
1,1369.9180327868853,366.0,32.0,151.0,183.0,1026.875,1432.7814569536424,1378.032786885246,847.0742342415792,637.443562151856,6000.0,5950.0,2000.0,700.0
1,1251.640866873065,323.0,117.0,123.0,83.0,701.7948717948718,1528.2926829268292,1616.7469879518073,791.1852227981153,489.332764602782,5840.0,5810.0,1800.0,650.0
2,812.3217922606925,491.0,134.0,191.0,166.0,446.4179104477612,962.6178010471205,934.7590361445783,543.6902632011855,416.35718589492,3150.0,3000.0,1000.0,500.0
2,766.652719665272,478.0,196.0,184.0,98.0,509.234693877551,1105.8695652173913,644.5918367346939,530.9265766225558,423.568974516737,4400.0,4300.0,1000.0,450.0
1,1309.9197860962568,374.0,90.0,140.0,144.0,619.0,1552.2142857142858,1506.1805555555557,847.5114637587652,610.963602918513,5400.0,5280.0,2000.0,600.0
3,1167.1319796954315,394.0,140.0,134.0,120.0,868.9285714285714,1364.6268656716418,1294.5,731.2188236120194,549.655349053507,7400.0,7200.0,1450.0,750.0
3,2357.8995433789955,219.0,30.0,100.0,89.0,827.0,2860.0,2309.775280898876,1250.3301236648438,760.943431052394,7340.0,7310.0,3200.0,1200.0
1,1331.5697674418604,516.0,156.0,202.0,158.0,738.0128205128206,1590.4455445544554,1586.6455696202531,913.8395176286581,704.487420593461,6000.0,5900.0,1800.0,765.0
1,981.0041265474553,727.0,275.0,222.0,230.0,714.1454545454545,1218.4684684684685,1070.8695652173913,583.2592136639943,522.678457810217,4500.0,4350.0,1200.0,550.0
1,1076.3818565400843,474.0,113.0,184.0,177.0,555.7522123893805,1123.5054347826087,1359.774011299435,700.9680096784574,570.695868709071,5200.0,5100.0,1400.0,650.0
1,1221.4412416851442,451.0,102.0,187.0,162.0,626.0784313725491,1411.390374331551,1377.037037037037,755.8166046262263,629.561354637833,4770.0,4520.0,1550.0,770.0
1,899.7652582159625,639.0,193.0,227.0,219.0,638.5492227979274,1092.4669603524228,930.2283105022831,582.292804432684,499.859369019526,5490.0,5390.0,1100.0,550.0
2,1083.5586690017512,571.0,137.0,228.0,206.0,636.6423357664233,1251.017543859649,1195.4368932038835,679.1300897722211,633.373655291363,3600.0,3450.0,1350.0,700.0
2,937.2631578947369,570.0,155.0,203.0,212.0,636.8387096774194,1072.3152709359606,1027.5943396226414,559.9890032861389,494.309749301907,3410.0,3310.0,1060.0,650.0
1,1138.2962962962963,540.0,139.0,199.0,202.0,630.0,1283.819095477387,1344.7029702970297,749.3136508227337,581.395251670832,4610.0,4510.0,1400.0,700.0
1,1113.5087719298247,456.0,211.0,99.0,146.0,789.7156398104265,1517.6767676767677,1307.3972602739725,738.1469682959698,625.054722217021,5500.0,5400.0,1450.0,600.0
1,1184.7889610389611,616.0,93.0,267.0,256.0,546.3440860215054,1373.9700374531835,1219.4140625,749.9815114099042,736.703346394752,6490.0,6390.0,1530.0,815.0
1,1098.5771543086173,499.0,161.0,180.0,158.0,584.72049689441,1301.611111111111,1390.886075949367,740.0826887620303,620.732983133799,5400.0,5250.0,1300.0,600.0
2,864.3854166666666,480.0,188.0,204.0,88.0,574.8404255319149,1210.6617647058824,680.2272727272727,590.9464273049648,507.015838554731,4100.0,4050.0,1000.0,500.0
2,1012.1959459459459,296.0,52.0,137.0,107.0,633.0769230769231,1167.153284671533,998.0373831775701,566.5903650044545,419.190630948158,3900.0,3780.0,1200.0,700.0
2,954.0826446280992,363.0,103.0,152.0,108.0,681.1844660194175,1074.2763157894738,1045.1851851851852,556.1548592655575,429.226832310199,3800.0,3650.0,1200.0,650.0
2,727.7307692307693,260.0,157.0,54.0,49.0,533.312101910828,1046.4814814814815,999.3877551020408,430.2629264764155,259.711677740405,2820.0,2720.0,920.0,350.0
2,1032.2727272727273,396.0,129.0,122.0,145.0,919.7674418604652,1114.8360655737704,1062.896551724138,640.0122409738829,449.052695379326,3600.0,3500.0,1300.0,650.0
2,846.5176848874598,311.0,84.0,125.0,102.0,485.4761904761905,1053.176,890.5882352941177,487.7183717344903,314.495628550731,3350.0,3200.0,1000.0,500.0
3,1322.9963768115942,276.0,107.0,89.0,80.0,945.7009345794393,1730.8988764044943,1373.8375,871.2775295314252,508.729205251236,6900.0,6850.0,1800.0,500.0
1,1323.9379474940333,419.0,96.0,164.0,159.0,931.1458333333334,1403.841463414634,1478.6792452830189,880.9441049056172,655.593598853588,5350.0,5300.0,1700.0,800.0
1,1145.892857142857,448.0,114.0,147.0,187.0,496.7543859649123,1262.312925170068,1450.1069518716577,900.4060159540377,654.145312553459,6700.0,6600.0,1405.0,500.0
1,1126.9349845201239,646.0,193.0,233.0,220.0,699.5854922279793,1384.3347639484978,1229.2272727272727,735.79926884949,586.40531209951,4830.0,4730.0,1300.0,700.0
2,593.562945368171,421.0,182.0,191.0,48.0,356.8131868131868,829.5811518324607,552.0833333333334,405.22712434069746,326.773240986519,3500.0,3400.0,712.5,300.0
2,624.2569002123142,471.0,196.0,161.0,114.0,405.05102040816325,870.4968944099379,653.3771929824561,533.4592389955919,330.459279876853,4100.0,4000.0,600.0,300.0
1,1119.1507798960138,577.0,152.0,213.0,212.0,623.5526315789474,1318.9671361502346,1273.7264150943397,831.9834314252564,677.733922503069,5450.0,5350.0,1500.0,500.0
2,800.2867383512545,279.0,74.0,115.0,90.0,442.2972972972973,1060.8695652173913,761.6666666666666,436.4401497306937,255.318156359898,2500.0,2350.0,1000.0,450.0
2,1039.5833333333333,360.0,76.0,137.0,147.0,586.9736842105264,1136.5693430656934,1183.1972789115646,613.898800136638,450.399934162978,3300.0,3200.0,1250.0,700.0
1,914.9277108433735,498.0,192.0,162.0,144.0,741.4583333333334,1103.2716049382716,934.3333333333334,604.3018868782477,490.508180077677,4750.0,4650.0,1100.0,550.0
2,821.1027190332326,662.0,245.0,227.0,190.0,551.6734693877551,1147.444933920705,778.6315789473684,568.0528166742744,489.011809249459,4400.0,4340.0,1050.0,500.0
3,1516.5329512893982,349.0,99.0,120.0,130.0,713.4343434343434,1916.5833333333333,1758.8461538461538,986.450712228219,703.68404697283,7200.0,7100.0,2200.0,700.0
2,687.0722433460076,263.0,82.0,125.0,56.0,404.1463414634146,825.2,793.0357142857143,394.8503624474466,251.7936862593,2600.0,2500.0,900.0,350.0
2,1062.5464949928469,699.0,255.0,239.0,205.0,757.9607843137255,1297.8661087866108,1167.0731707317073,645.6061113204055,508.622113574013,4150.0,4050.0,1200.0,700.0
1,1087.8178368121442,527.0,158.0,190.0,179.0,646.6455696202531,1168.8947368421052,1391.173184357542,743.1997836918445,648.667680765884,6080.0,5930.0,1300.0,700.0
1,1118.7661141804788,543.0,147.0,214.0,182.0,719.6598639455782,1251.214953271028,1285.3846153846155,750.1022360313065,664.434408402527,5600.0,5450.0,1400.0,600.0
1,1243.2378854625551,454.0,167.0,152.0,135.0,890.5389221556886,1549.671052631579,1334.5185185185185,841.679020891255,558.358268873186,6200.0,6050.0,1500.0,720.0
2,997.4437627811861,489.0,150.0,187.0,152.0,626.6,1223.3155080213903,1085.5263157894738,627.3901417076962,477.429448768007,4230.0,4130.0,1300.0,550.0
2,1003.2235294117647,425.0,82.0,175.0,168.0,502.4390243902439,1072.5142857142857,1175.4761904761904,632.3329967967713,555.082893966879,3670.0,3570.0,1257.5,600.0
1,1287.4304068522483,467.0,135.0,173.0,159.0,959.1111111111111,1427.2254335260116,1414.0880503144654,847.4279387911024,702.974034062654,4300.0,4200.0,1700.0,700.0
3,1380.871396895787,451.0,169.0,148.0,134.0,759.7633136094674,1961.9797297297298,1522.3880597014925,1004.5192737181617,672.870378680875,8400.0,8390.0,2000.0,712.5
2,669.8607142857143,560.0,210.0,174.0,176.0,441.4761904761905,905.4137931034483,709.4886363636364,487.78684143173194,385.37119168564,4100.0,4000.0,890.0,400.0
2,918.801775147929,676.0,237.0,233.0,206.0,522.0675105485232,1147.2961373390558,1116.7961165048544,527.751037113051,492.478197534283,2500.0,2400.0,1150.0,500.0
1,807.1153846153846,624.0,228.0,194.0,202.0,425.5263157894737,1053.8144329896907,1000.8910891089109,596.228333317121,474.565080105807,4700.0,4650.0,1000.0,400.0
2,792.0859538784067,477.0,171.0,183.0,123.0,390.02923976608184,1118.7431693989072,865.040650406504,573.0840871703629,460.154568147313,3400.0,3300.0,1035.0,400.0
1,837.3604060913706,394.0,121.0,174.0,99.0,685.2892561983471,955.7471264367816,815.1515151515151,650.3186197257913,403.021251410703,5000.0,4900.0,1000.0,400.0
1,1083.4657836644592,453.0,66.0,207.0,180.0,663.6363636363636,1133.9130434782608,1179.388888888889,706.5152457652385,588.658397559282,4900.0,4800.0,1300.0,700.0
2,929.6590909090909,352.0,87.0,117.0,148.0,646.4367816091954,1072.4786324786326,983.2432432432432,555.911967636419,394.052739917547,3050.0,2950.0,1100.0,600.0
1,830.6441717791411,326.0,89.0,109.0,128.0,474.0449438202247,978.348623853211,952.8125,564.4791937274762,355.036307563089,5150.0,5050.0,1100.0,350.0
2,1184.6632443531828,487.0,151.0,176.0,160.0,828.8079470198676,1370.909090909091,1315.63125,769.6910020613301,609.25706811903,4250.0,4150.0,1472.5,750.0
1,833.4146341463414,369.0,95.0,190.0,84.0,444.10526315789474,1101.2631578947369,667.8571428571429,533.8573047764673,427.812126259977,5010.0,4910.0,1000.0,487.5
2,964.8827292110874,469.0,116.0,192.0,161.0,533.448275862069,1142.5520833333333,1063.8509316770187,595.1802507708293,503.458516881279,2910.0,2760.0,1200.0,600.0
1,1046.7782426778242,239.0,124.0,72.0,43.0,892.9032258064516,1450.5555555555557,814.4186046511628,593.0782459610234,360.504939027713,4360.0,4340.0,1230.0,600.0
1,1058.2261640798226,451.0,148.0,156.0,147.0,648.3783783783783,1334.8076923076924,1177.3469387755101,736.0640873339357,551.245949698739,6200.0,6080.0,1250.0,550.0
2,1073.4349775784754,446.0,114.0,167.0,165.0,617.719298245614,1252.5868263473053,1206.969696969697,656.796665307928,532.519165109275,3090.0,2990.0,1350.0,670.0
3,1339.3695014662756,341.0,127.0,124.0,90.0,959.2913385826772,1589.1129032258063,1531.611111111111,858.192985837492,605.584152342206,7780.0,7630.0,1800.0,800.0
1,1097.8180039138942,511.0,178.0,156.0,177.0,651.4325842696629,1515.8333333333333,1178.3050847457628,772.3941495759991,553.117316452066,5200.0,5100.0,1400.0,577.5
2,1083.1168831168832,154.0,22.0,76.0,56.0,481.8181818181818,1221.3157894736842,1131.7857142857142,500.47355257316127,243.529591834109,4100.0,4000.0,1500.0,700.0
1,888.4177215189874,158.0,52.0,52.0,54.0,417.6923076923077,1189.2307692307693,1052.037037037037,450.8967390027164,210.99193921334,5600.0,5500.0,1150.0,400.0
2,1105.6958762886597,388.0,94.0,146.0,148.0,521.1702127659574,1374.9315068493152,1211.3513513513512,701.0311860011764,526.843103826555,3870.0,3770.0,1365.0,600.0
2,731.7757009345794,428.0,137.0,156.0,135.0,474.3065693430657,972.5,714.8888888888889,470.79080149140947,363.737066898187,3250.0,3150.0,900.0,400.0
1,1226.851441241685,451.0,106.0,160.0,185.0,602.0754716981132,1462.9375,1380.6486486486488,825.5134984635358,664.463371512388,5000.0,4900.0,1600.0,650.0
2,676.2383612662942,537.0,150.0,192.0,195.0,269.8,965.2604166666666,704.3076923076923,480.6585552419347,372.703040521716,4000.0,3900.0,900.0,300.0
2,1176.964856230032,313.0,106.0,99.0,108.0,887.4528301886793,1404.3434343434344,1252.6851851851852,703.7305032094793,456.357645867823,4100.0,4050.0,1500.0,700.0
2,1240.092807424594,431.0,91.0,172.0,168.0,612.6373626373627,1413.3720930232557,1402.5595238095239,814.121366160028,655.176022644539,4310.0,4160.0,1800.0,680.0
1,1239.2192192192192,333.0,74.0,153.0,106.0,938.3783783783783,1426.862745098039,1178.3962264150944,750.6457202795085,579.93821748182,5600.0,5450.0,1700.0,700.0
2,859.2653352353781,701.0,249.0,229.0,223.0,480.6425702811245,1085.698689956332,1049.506726457399,623.3144642109828,476.627744716608,4200.0,4100.0,1000.0,500.0
2,1064.5920745920746,429.0,130.0,171.0,128.0,748.0769230769231,1227.5438596491229,1168.359375,672.3704896671469,482.66417183349,4050.0,4000.0,1300.0,665.0
1,1201.0714285714287,392.0,55.0,162.0,175.0,544.5454545454545,1358.20987654321,1261.942857142857,751.3897814118947,596.186323466544,4460.0,4360.0,1600.0,700.0
1,1118.347280334728,478.0,114.0,181.0,183.0,581.6666666666666,1290.7734806629835,1282.1311475409836,755.0604510862822,592.605206774994,4500.0,4400.0,1350.0,650.0
1,909.5732838589981,539.0,136.0,205.0,198.0,623.0147058823529,1055.4146341463415,955.4040404040404,590.4260237910172,488.725664103581,5900.0,5800.0,1100.0,600.0
2,671.6204545454545,440.0,183.0,153.0,104.0,501.8032786885246,924.9215686274509,597.7884615384615,424.57404808405175,317.539248786143,2380.0,2230.0,800.0,450.0
2,1096.2592592592594,540.0,105.0,213.0,222.0,406.0952380952381,1184.6478873239437,1337.882882882883,718.5457416751563,624.430608509562,4140.0,4040.0,1400.0,800.0
2,631.5289256198347,484.0,176.0,182.0,126.0,474.2613636363636,752.6373626373627,676.2698412698413,470.49026153212225,293.224442220455,4500.0,4400.0,720.0,400.0
1,1050.5915750915751,546.0,246.0,135.0,165.0,768.9959349593496,1317.3333333333333,1252.1818181818182,706.077204350959,569.067524759781,4800.0,4700.0,1300.0,620.0
1,1148.5281385281385,462.0,104.0,210.0,148.0,723.2692307692307,1307.8095238095239,1221.3513513513512,739.3241727750295,589.179103046103,4980.0,4830.0,1410.0,700.0
2,948.7457943925234,535.0,164.0,178.0,193.0,548.3048780487804,1116.7808988764045,1134.041450777202,632.4549920334051,491.038504798387,4400.0,4250.0,1200.0,412.5
1,1093.6142322097378,534.0,184.0,184.0,166.0,844.1847826086956,1375.054347826087,1058.132530120482,757.69682528899,596.030558541177,5800.0,5680.0,1300.0,700.0
2,788.6510263929619,682.0,259.0,216.0,207.0,548.4169884169884,1000.3703703703703,868.3091787439613,487.69725123515985,405.079254116114,3700.0,3600.0,950.0,500.0
1,935.3551587301587,504.0,173.0,182.0,149.0,663.7572254335261,1136.478021978022,1005.0335570469799,597.3851163250966,492.272783077008,4660.0,4460.0,1100.0,600.0
2,865.9298780487804,656.0,224.0,202.0,230.0,577.5446428571429,1078.118811881188,960.4347826086956,539.9772578971053,459.244452401012,3620.0,3520.0,950.0,550.0
3,1268.3116883116884,154.0,46.0,73.0,35.0,788.9130434782609,1700.4109589041095,997.1428571428571,649.9868890917755,299.411447978764,7400.0,7390.0,1650.0,600.0
2,756.6978417266187,278.0,97.0,124.0,57.0,497.62886597938143,920.016129032258,842.280701754386,402.0482218112145,297.235487498007,2750.0,2500.0,1000.0,500.0
2,850.1727115716753,579.0,242.0,198.0,139.0,596.095041322314,1128.3080808080808,896.3309352517986,608.5591161282462,515.432437295236,4050.0,3950.0,1000.0,500.0
2,904.2574257425742,303.0,21.0,148.0,134.0,439.04761904761904,903.6486486486486,977.8358208955224,540.8679666121946,395.500074126368,3480.0,3380.0,1160.0,577.5
3,1439.5894909688013,609.0,158.0,239.0,212.0,984.1772151898734,1727.5732217573222,1454.3396226415093,1234.4552597862848,903.014521194953,13800.0,13700.0,1800.0,800.0
3,1188.7412587412587,143.0,27.0,68.0,48.0,783.3333333333334,1507.0588235294117,965.8333333333334,609.1414883676915,271.830498618985,8190.0,7990.0,1350.0,512.5
1,1353.5294117647059,136.0,43.0,59.0,34.0,731.6279069767442,1955.2542372881355,1095.8823529411766,673.7352826243946,305.01125197488,6390.0,6290.0,1725.0,600.0
3,1658.6582278481012,395.0,103.0,165.0,127.0,873.1067961165048,2034.3636363636363,1807.6377952755906,1141.0843804346578,828.062992993595,6700.0,6560.0,2007.5,850.0
2,821.0126582278481,237.0,91.0,81.0,65.0,558.021978021978,1054.8148148148148,897.8461538461538,469.4529551556505,256.866821688387,4000.0,3990.0,1000.0,450.0
1,1174.4186046511627,215.0,45.0,83.0,87.0,621.1111111111111,1408.0722891566265,1237.7011494252874,642.371612274991,328.763501735147,6180.0,6080.0,1487.5,657.5
2,716.7052631578947,475.0,175.0,172.0,128.0,411.48571428571427,1034.4186046511627,707.0703125,496.96039436609107,367.637983766589,4470.0,4370.0,1000.0,350.0
1,1006.3137254901961,255.0,66.0,105.0,84.0,597.2727272727273,1194.3809523809523,1092.6190476190477,581.0048885467933,334.208861244381,4550.0,4400.0,1272.5,550.0
1,1250.5058365758755,514.0,157.0,169.0,188.0,564.0127388535032,1562.5443786982248,1543.2978723404256,837.8854610893363,604.154456058509,4800.0,4650.0,1800.0,550.0
1,1227.2683397683397,518.0,187.0,178.0,153.0,861.4438502673797,1443.1460674157304,1423.235294117647,847.8237662063335,640.088504038265,5060.0,4910.0,1600.0,700.0
2,1010.8055555555555,144.0,27.0,64.0,53.0,748.1481481481482,1135.0,994.6415094339623,456.00945317003476,251.656886905307,3370.0,3270.0,1200.0,550.0
2,884.0723981900453,442.0,125.0,174.0,143.0,697.28,1036.551724137931,861.8181818181819,575.2524276475485,428.745270990296,3200.0,3100.0,1100.0,550.0
2,855.0,250.0,57.0,110.0,83.0,469.29824561403507,976.8181818181819,958.433734939759,495.8983578382902,300.884429474197,3060.0,2910.0,1200.0,400.0
3,968.5636363636364,330.0,122.0,109.0,99.0,653.4426229508197,1287.9816513761468,1005.2121212121212,713.320814836952,433.818170946636,8400.0,8300.0,1140.0,500.0
1,1068.5205479452054,511.0,158.0,174.0,179.0,679.367088607595,1158.6436781609195,1324.4134078212292,775.0261911004686,615.23497876644,5000.0,4900.0,1300.0,600.0
1,1129.1549295774648,142.0,14.0,80.0,48.0,628.5714285714286,1301.0,988.75,539.9510015659704,258.744400226626,5400.0,5300.0,1350.0,600.0
1,883.465,600.0,166.0,228.0,206.0,337.10843373493975,1174.0745614035088,1002.0873786407767,630.8781787657158,572.669715451192,5200.0,5100.0,1200.0,450.0
2,811.112676056338,710.0,250.0,230.0,230.0,611.96,958.0434782608696,880.6521739130435,475.8709769123841,399.800861211336,4200.0,4150.0,1000.0,560.0
2,925.9380692167578,549.0,116.0,234.0,199.0,531.0344827586207,1089.3162393162393,964.0201005025126,567.09236644387,519.498533440484,3700.0,3550.0,1150.0,600.0
3,1374.7867298578199,422.0,100.0,159.0,163.0,813.9,1607.4213836477988,1491.9631901840492,945.6086154613552,721.400308860957,6860.0,6780.0,1800.0,700.0
2,1122.1946902654868,565.0,191.0,213.0,161.0,696.9109947643979,1399.81220657277,1259.44099378882,698.2580871563945,595.156409084388,3700.0,3550.0,1400.0,650.0
2,1073.811475409836,488.0,120.0,203.0,165.0,486.0833333333333,1340.7881773399015,1172.7878787878788,731.5991515139367,616.959522685861,3700.0,3690.0,1315.0,600.0
1,980.530612244898,735.0,255.0,253.0,227.0,775.5294117647059,1196.9169960474308,969.647577092511,608.453429121356,473.379530666224,5400.0,5250.0,1200.0,550.0
2,710.960088691796,451.0,189.0,140.0,122.0,342.015873015873,1009.2857142857143,940.1803278688525,475.2324957161136,344.592217120279,3100.0,3000.0,1000.0,300.0
2,1102.673611111111,576.0,129.0,224.0,223.0,811.5503875968992,1138.705357142857,1234.8878923766815,666.8392745599173,651.148703438329,4250.0,4050.0,1300.0,800.0
2,847.5412844036697,545.0,161.0,191.0,193.0,555.776397515528,1041.151832460733,899.3264248704663,550.9843913050947,430.279889148781,4200.0,4050.0,1000.0,550.0
2,498.8145896656535,329.0,164.0,110.0,55.0,270.1219512195122,789.0,600.3636363636364,331.66287746495016,203.186864415634,2900.0,2800.0,700.0,200.0
2,732.3762376237623,505.0,154.0,182.0,169.0,479.93506493506493,1021.8681318681319,650.6508875739645,502.54889483707717,385.96239235663,2950.0,2850.0,950.0,400.0
1,818.4238178633975,571.0,177.0,204.0,190.0,443.1638418079096,991.6176470588235,982.0526315789474,643.1619028732792,485.308184774006,6360.0,6260.0,1000.0,400.0
1,837.5062344139651,401.0,143.0,130.0,128.0,554.2657342657343,931.5384615384615,1058.4375,541.6101554070981,372.551302687975,5050.0,4900.0,1000.0,500.0
1,1103.2714617169374,431.0,95.0,187.0,149.0,590.5263157894736,1319.6791443850268,1158.5906040268455,714.6357800412501,540.506330331857,4800.0,4710.0,1400.0,627.5
1,1262.190082644628,484.0,79.0,200.0,205.0,836.7088607594936,1410.85,1281.121951219512,821.7872078492755,692.881534357856,4600.0,4450.0,1650.0,800.0
2,485.44444444444446,270.0,149.0,84.0,37.0,255.1006711409396,869.8809523809524,540.2702702702703,337.3933200122438,194.2483163756,2700.0,2600.0,600.0,150.0
2,878.0625,400.0,165.0,134.0,101.0,606.5454545454545,1386.1567164179105,647.5247524752475,607.5766079190374,421.500332246705,4200.0,4050.0,1000.0,540.0
